element_id,element_type,entity_id,entity_type
c15-p08,paragraph,WElliot,character
c15-p08,paragraph,CWallis,character
c15-p09,paragraph,CWallis,character
c15-p09,paragraph,WElliot,character
c15-p09,paragraph,EElliot,character
c15-p09,paragraph,SWElliot,character
c15-p10,paragraph,WElliot,character
c15-p11,paragraph,AElliot,character
c15-p11,paragraph,WElliot,character
c15-p11,paragraph,SWElliot,character
c15-p11,paragraph,EElliot,character
c15-p11,paragraph,MClay,character
c15-p12,paragraph,AElliot,character
c15-p12,paragraph,WElliot,character
c15-p12,paragraph,SWElliot,character
c15-p13,paragraph,WElliot,character
c15-p13,paragraph,CWallis,character
c15-p13,paragraph,MWallis,character
c15-p13,paragraph,SWElliot,character
c15-p13,paragraph,MClay,character
c15-p14,paragraph,SWElliot,character
c15-p14,paragraph,MMusgrove,character
c15-p17,paragraph,AElliot,character
c15-p17,paragraph,WElliot,character
c15-p17,paragraph,MClay,character
c15-p18,paragraph,AElliot,character
c15-p18,paragraph,SWElliot,character
c15-p18,paragraph,WElliot,character
c15-p18,paragraph,MMusgrove,character
c15-p21,paragraph,AElliot,character
c15-p22,paragraph,SWElliot,character
c15-p22,paragraph,EElliot,character
c15-p22,paragraph,WElliot,character
c15-p22,paragraph,LRussell,character
c15-p23,paragraph,WElliot,character
c15-p24,paragraph,AElliot,character
c16-p01,paragraph,AElliot,character
c16-p01,paragraph,EElliot,character
c16-p01,paragraph,MClay,character
c16-p01,paragraph,SWElliot,character
c16-p02,paragraph,AElliot,character
c16-p02,paragraph,EElliot,character
c16-p02,paragraph,MClay,character
c16-p03,paragraph,AElliot,character
c16-p03,paragraph,SWElliot,character
c16-p04,paragraph,EElliot,character
c16-p04,paragraph,AElliot,character
c16-p04,paragraph,LRussell,character
c16-p05,paragraph,LRussell,character
c16-p05,paragraph,AElliot,character
c16-p05,paragraph,MClay,character
c16-p06,paragraph,WElliot,character
c16-p06,paragraph,MClay,character
c16-p06,paragraph,LRussell,character
c16-p06,paragraph,CWallis,character
c16-p07,paragraph,AElliot,character
c16-p07,paragraph,LRussell,character
c16-p07,paragraph,WElliot,character
c16-p07,paragraph,EElliot,character
c16-p08,paragraph,AElliot,character
c16-p08,paragraph,EElliot,character
c16-p08,paragraph,WElliot,character
c16-p09,paragraph,WElliot,character
c16-p09,paragraph,AElliot,character
c16-p10,paragraph,WElliot,character
c16-p10,paragraph,AElliot,character
c16-p10,paragraph,SWElliot,character
c16-p10,paragraph,EElliot,character
c16-p10,paragraph,LDalrymple,character
c16-p10,paragraph,MCarteret,character
c16-p11,paragraph,AElliot,character
c16-p11,paragraph,SWElliot,character
c16-p11,paragraph,EElliot,character
c16-p11,paragraph,LDalrymple,character
c16-p11,paragraph,MCarteret,character
c16-p12,paragraph,SWElliot,character
c16-p12,paragraph,VDalrymple,character
c16-p12,paragraph,VDalrymple,character
c16-p12,paragraph,LElliot,character
c16-p12,paragraph,LRussell,character
c16-p12,paragraph,WElliot,character
c16-p12,paragraph,LDalrymple,character
c16-p13,paragraph,SWElliot,character
c16-p13,paragraph,LRussell,character
c16-p13,paragraph,WElliot,character
c16-p13,paragraph,LDalrymple,character
c16-p13,paragraph,MCarteret,character
c16-p14,paragraph,AElliot,character
c16-p14,paragraph,LDalrymple,character
c16-p14,paragraph,MCarteret,character
c16-p15,paragraph,LRussell,character
c16-p15,paragraph,AElliot,character
c16-p15,paragraph,WElliot,character
c16-p16,paragraph,AElliot,character
c16-p16,paragraph,WElliot,character
c16-p17,paragraph,AElliot,character
c16-p17,paragraph,WElliot,character
c16-p18,paragraph,AElliot,character
c16-p18,paragraph,WElliot,character
c16-p19,paragraph,AElliot,character
c16-p19,paragraph,WElliot,character
c16-p19,paragraph,SWElliot,character
c16-p20,paragraph,AElliot,character
c16-p20,paragraph,WElliot,character
c16-p21,paragraph,WElliot,character
c16-p21,paragraph,AElliot,character
c16-p21,paragraph,SWElliot,character
c16-p22,paragraph,WElliot,character
c16-p22,paragraph,AElliot,character
c16-p22,paragraph,MClay,character
c16-p22,paragraph,SWElliot,character
c17-p01,paragraph,EElliot,character
c17-p01,paragraph,SWElliot,character
c17-p01,paragraph,AElliot,character
c17-p02,paragraph,AElliot,character
c17-p02,paragraph,MSmith,character
c17-p03,paragraph,AElliot,character
c17-p03,paragraph,MSmith,character
c17-p03,paragraph,MrSmith,character
c17-p04,paragraph,MrSmith,character
c17-p04,paragraph,MSmith,character
c17-p05,paragraph,AElliot,character
c17-p05,paragraph,MSmith,character
c17-p05,paragraph,LRussell,character
c17-p06,paragraph,AElliot,character
c17-p06,paragraph,MSmith,character
c17-p07,paragraph,AElliot,character
c17-p07,paragraph,MSmith,character
c17-p08,paragraph,AElliot,character
c17-p08,paragraph,MSmith,character
c17-p08,paragraph,MrSmith,character
c17-p09,paragraph,MSmith,character
c17-p09,paragraph,NRook,character
c17-p10,paragraph,AElliot,character
c17-p11,paragraph,MSmith,character
c17-p12,paragraph,AElliot,character
c17-p12,paragraph,MSmith,character
c17-p12,paragraph,MrSmith,character
c17-p13,paragraph,NRook,character
c17-p13,paragraph,MWallis,character
c17-p14,paragraph,AElliot,character
c17-p14,paragraph,MSmith,character
c17-p14,paragraph,SWElliot,character
c17-p14,paragraph,EElliot,character
c17-p14,paragraph,MClay,character
c17-p14,paragraph,LDalrymple,character
c17-p15,paragraph,MSmith,character
c17-p15,paragraph,SWElliot,character
c17-p15,paragraph,AElliot,character
c17-p15,paragraph,MrSmith,character
c17-p16,paragraph,SWElliot,character
c17-p16,paragraph,MSmith,character
c17-p16,paragraph,AElliot,character
c17-p16,paragraph,AElliot,character
c17-p17,paragraph,EElliot,character
c17-p17,paragraph,LRussell,character
c17-p17,paragraph,EElliot,character
c17-p18,paragraph,AElliot,character
c17-p19,paragraph,SWElliot,character
c17-p19,paragraph,AElliot,character
c17-p19,paragraph,MSmith,character
c17-p19,paragraph,LRussell,character
c17-p20,paragraph,AElliot,character
c17-p20,paragraph,MClay,character
c17-p20,paragraph,MSmith,character
c17-p21,paragraph,AElliot,character
c17-p21,paragraph,EElliot,character
c17-p21,paragraph,SWElliot,character
c17-p21,paragraph,LRussell,character
c17-p21,paragraph,MSmith,character
c17-p21,paragraph,CWallis,character
c17-p21,paragraph,WElliot,character
c17-p22,paragraph,LRussell,character
c17-p22,paragraph,WElliot,character
c17-p22,paragraph,AElliot,character
c17-p23,paragraph,LRussell,character
c17-p23,paragraph,WElliot,character
c17-p23,paragraph,AElliot,character
c17-p24,paragraph,WElliot,character
c17-p24,paragraph,AElliot,character
c17-p25,paragraph,LRussell,character
c17-p25,paragraph,LElliot,character
c17-p29,paragraph,AElliot,character
c17-p29,paragraph,MClay,character
c17-p30,paragraph,LRussell,character
c17-p30,paragraph,AElliot,character
c18-p01,paragraph,AElliot,character
c18-p01,paragraph,MMusgrove,character
c18-p01,paragraph,HMusgrove,character
c18-p01,paragraph,LMusgrove,character
c18-p01,paragraph,MCroft,character
c18-p01,paragraph,ACroft,character
c18-p02,paragraph,MCroft,character
c18-p02,paragraph,ACroft,character
c18-p03,paragraph,SWElliot,character
c18-p03,paragraph,MCroft,character
c18-p03,paragraph,ACroft,character
c18-p04,paragraph,AElliot,character
c18-p04,paragraph,SWElliot,character
c18-p05,paragraph,SWElliot,character
c18-p05,paragraph,ACroft,character
c18-p06,paragraph,AElliot,character
c18-p06,paragraph,ACroft,character
c18-p08,paragraph,AElliot,character
c18-p08,paragraph,MMusgrove,character
c18-p08,paragraph,MMusgrove,character
c18-p09,paragraph,AElliot,character
c18-p09,paragraph,MMusgrove,character
c18-p09,paragraph,CMusgroveE,character
c18-p09,paragraph,MMusgroveE,character
c18-p09,paragraph,MrsHayter,character
c18-p09,paragraph,MrHayter,character
c18-p09,paragraph,CHayter,character
c18-p09,paragraph,HarvilleCh,character
c18-p09,paragraph,MHarville,character
c18-p09,paragraph,MMusgroveE,character
c18-p09,paragraph,CHayter,character
c18-p09,paragraph,HMusgrove,character
c18-p09,paragraph,LMusgrove,character
c18-p09,paragraph,CHarville,character
c18-p09,paragraph,WElliot,character
c18-p09,paragraph,MClay,character
c18-p09,paragraph,LEElliot,character
c18-p09,paragraph,ACroft,character
c18-p09,paragraph,MCroft,character
c18-p09,paragraph,AElliot,character
c18-p09,paragraph,MMusgrove,character
c18-p10,paragraph,MMusgrove,character
c18-p11,paragraph,MMusgrove,character
c18-p11,paragraph,AElliot,character
c18-p11,paragraph,Jemima,character
c18-p13,paragraph,AElliot,character
c18-p13,paragraph,MMusgrove,character
c18-p13,paragraph,LMusgrove,character
c18-p13,paragraph,MCroft,character
c18-p13,paragraph,ACroft,character
c18-p13,paragraph,CHarville,character
c18-p13,paragraph,MHarville,character
c18-p13,paragraph,HarvilleCh,character
c18-p13,paragraph,JBenwick,character
c18-p13,paragraph,CMusgrove,character
c18-p13,paragraph,MMusgroveE,character
c18-p13,paragraph,CWentworth,character
c18-p13,paragraph,CHayter,character
c18-p14,paragraph,MMusgrove,character
c18-p14,paragraph,JBenwick,character
c18-p14,paragraph,LMusgrove,character
c18-p14,paragraph,SWElliot,character
c18-p14,paragraph,ACroft,character
c18-p14,paragraph,MCroft,character
c18-p14,paragraph,AElliot,character
c18-p15,paragraph,MMusgrove,character
c18-p15,paragraph,EElliot,character
c18-p15,paragraph,ACroft,character
c18-p15,paragraph,MCroft,character
c18-p16,paragraph,AElliot,character
c18-p16,paragraph,ACroft,character
c18-p16,paragraph,MCroft,character
c18-p17,paragraph,SWElliot,character
c18-p17,paragraph,ACroft,character
c18-p18,paragraph,ACroft,character
c18-p18,paragraph,MCroft,character
c18-p18,paragraph,EElliot,character
c18-p19,paragraph,AElliot,character
c18-p19,paragraph,ACroft,character
c18-p20,paragraph,SWElliot,character
c18-p20,paragraph,ACroft,character
c18-p20,paragraph,EElliot,character
c18-p20,paragraph,MCroft,character
c18-p21,paragraph,AElliot,character
c18-p21,paragraph,LDalrymple,character
c18-p21,paragraph,SWElliot,character
c18-p21,paragraph,EElliot,character
c18-p21,paragraph,ACroft,character
c18-p21,paragraph,MCroft,character
c18-p22,paragraph,SWElliot,character
c18-p22,paragraph,EElliot,character
c18-p22,paragraph,MClay,character
c18-p22,paragraph,MMusgroveE,character
c18-p22,paragraph,AElliot,character
c18-p23,paragraph,AElliot,character
c18-p23,paragraph,CHayter,character
c18-p23,paragraph,CWentworth,character
c18-p23,paragraph,LMusgrove,character
c18-p24,paragraph,JBenwick,character
c18-p24,paragraph,LMusgrove,character
c18-p24,paragraph,HMusgrove,character
c18-p24,paragraph,AElliot,character
c18-p24,paragraph,MMusgrove,character
c18-p25,paragraph,LMusgrove,character
c18-p25,paragraph,JBenwick,character
c18-p26,paragraph,CWentworth,character
c18-p26,paragraph,AElliot,character
c18-p27,paragraph,AElliot,character
c18-p27,paragraph,ACroft,character
c18-p27,paragraph,MCroft,character
c18-p27,paragraph,LMusgrove,character
c18-p27,paragraph,JBenwick,character
c18-p28,paragraph,ACroft,character
c18-p28,paragraph,MCroft,character
c18-p28,paragraph,SWElliot,character
c18-p29,paragraph,ACroft,character
c18-p29,paragraph,MCroft,character
c18-p29,paragraph,SWElliot,character
c18-p29,paragraph,LEElliot,character
c18-p29,paragraph,EElliot,character
c18-p29,paragraph,AElliot,character
c18-p29,paragraph,LRussell,character
c18-p30,paragraph,AElliot,character
c18-p30,paragraph,LRussell,character
c18-p30,paragraph,ACroft,character
c18-p30,paragraph,MCroft,character
c19-p01,paragraph,ACroft,character
c19-p01,paragraph,AElliot,character
c19-p01,paragraph,CWentworth,character
c19-p02,paragraph,LDalrymple,character
c19-p02,paragraph,SWElliot,character
c19-p02,paragraph,MClay,character
c19-p02,paragraph,Cousin1,character
c19-p02,paragraph,Cousin2,character
c19-p02,paragraph,AElliot,character
c19-p03,paragraph,LDalrymple,character
c19-p03,paragraph,MCarteret,character
c19-p03,paragraph,CarteretM,character
c19-p03,paragraph,AElliot,character
c19-p03,paragraph,MClay,character
c19-p03,paragraph,SWElliot,character
c19-p04,paragraph,MClay,character
c19-p04,paragraph,AElliot,character
c19-p04,paragraph,CWentworth,character
c19-p05,paragraph,AElliot,character
c19-p05,paragraph,SWElliot,character
c19-p05,paragraph,MClay,character
c19-p06,paragraph,AElliot,character
c19-p06,paragraph,CWentworth,character
c19-p07,paragraph,AElliot,character
c19-p07,paragraph,CWentworth,character
c19-p08,paragraph,CWentworth,character
c19-p08,paragraph,AElliot,character
c19-p09,paragraph,AElliot,character
c19-p09,paragraph,CWentworth,character
c19-p09,paragraph,EElliot,character
c19-p10,paragraph,LDalrymple,character
c19-p10,paragraph,AElliot,character
c19-p10,paragraph,CWentworth,character
c19-p10,paragraph,Servant,character
c19-p11,paragraph,AElliot,character
c19-p11,paragraph,CWentworth,character
c19-p12,paragraph,CWentworth,character
c19-p13,paragraph,AElliot,character
c19-p13,paragraph,SWElliot,character
c19-p14,paragraph,AElliot,character
c19-p14,paragraph,SWElliot,character
c19-p14,paragraph,CWentworth,character
c19-p15,paragraph,CWentworth,character
c19-p16,paragraph,AElliot,character
c19-p16,paragraph,MClay,character
c19-p16,paragraph,CWentworth,character
c19-p17,paragraph,AElliot,character
c19-p18,paragraph,AElliot,character
c19-p18,paragraph,CWentworth,character
c19-p18,paragraph,LRussell,character
c19-p19,paragraph,AElliot,character
c19-p19,paragraph,LRussell,character
c19-p19,paragraph,LMusgrove,character
c19-p19,paragraph,CWentworth,character
c19-p19,paragraph,CBenwick,character
c19-p20,paragraph,AElliot,character
c19-p20,paragraph,CWentworth,character
c19-p20,paragraph,LRussell,character
c19-p21,paragraph,LRussell,character
c19-p22,paragraph,LRussell,character
c19-p22,paragraph,LAlicia,character
c19-p22,paragraph,MFrankland,character
c19-p23,paragraph,AElliot,character
c19-p24,paragraph,AElliot,character
c19-p24,paragraph,LDalrymple,character
c19-p24,paragraph,CWentworth,character
c19-p24,paragraph,LRussell,character
c19-p25,paragraph,MSmith,character
c19-p25,paragraph,LRussell,character
c19-p26,paragraph,MSmith,character
c19-p27,paragraph,MSmith,character
c19-p27,paragraph,AElliot,character
c19-p28,paragraph,AElliot,character
c20-c04,paragraph,CWentworth,character
c20-p01,paragraph,SWElliot,character
c20-p01,paragraph,AElliot,character
c20-p01,paragraph,EElliot,character
c20-p01,paragraph,MClay,character
c20-p01,paragraph,LDalrymple,character
c20-p01,paragraph,CWentworth,character
c20-p02,paragraph,SWElliot,character
c20-p02,paragraph,EElliot,character
c20-p02,paragraph,AElliot,character
c20-p02,paragraph,CWentworth,character
c20-p03,paragraph,AElliot,character
c20-p03,paragraph,CWentworth,character
c20-p05,paragraph,AElliot,character
c20-p05,paragraph,CWentworth,character
c20-p06,paragraph,CWentworth,character
c20-p06,paragraph,JBenwick,character
c20-p07,paragraph,AElliot,character
c20-p08,paragraph,CWentworth,character
c20-p08,paragraph,LMusgrove,character
c20-p09,paragraph,CWentworth,character
c20-p09,paragraph,AElliot,character
c20-p10,paragraph,CWentworth,character
c20-p10,paragraph,LMusgrove,character
c20-p10,paragraph,JBenwick,character
c20-p11,paragraph,AElliot,character
c20-p11,paragraph,CWentworth,character
c20-p12,paragraph,AElliot,character
c20-p13,paragraph,CWentworth,character
c20-p13,paragraph,LMusgrove,character
c20-p14,paragraph,AElliot,character
c20-p15,paragraph,CWentworth,character
c20-p15,paragraph,AElliot,character
c20-p15,paragraph,CWentworth,character
c20-p16,paragraph,AElliot,character
c20-p17,paragraph,AElliot,character
c20-p17,paragraph,LDalrymple,character
c20-p17,paragraph,SWElliot,character
c20-p17,paragraph,EElliot,character
c20-p17,paragraph,MCarteret,character
c20-p17,paragraph,WElliot,character
c20-p17,paragraph,CWallis,character
c20-p17,paragraph,CWentworth,character
c20-p17,paragraph,LMusgrove,character
c20-p18,paragraph,CWentworth,character
c20-p18,paragraph,CWentworth,character
c20-p19,paragraph,LRussell,character
c20-p20,paragraph,EElliot,character
c20-p20,paragraph,AElliot,character
c20-p20,paragraph,MCarteret,character
c20-p20,paragraph,LDalrymple,character
c20-p21,paragraph,AElliot,character
c20-p21,paragraph,CWentworth,character
c20-p21,paragraph,LMusgrove,character
c20-p21,paragraph,JBenwick,character
c20-p21,paragraph,AElliot,character
c20-p21,paragraph,CWentworth,character
c20-p22,paragraph,AElliot,character
c20-p22,paragraph,CWentworth,character
c20-p23,paragraph,AElliot,character
c20-p23,paragraph,WElliot,character
c20-p23,paragraph,CWallis,character
c20-p24,paragraph,AElliot,character
c20-p24,paragraph,WElliot,character
c20-p25,paragraph,AElliot,character
c20-p25,paragraph,AElliot,character
c20-p26,paragraph,WElliot,character
c20-p26,paragraph,AElliot,character
c20-p26,paragraph,AElliot,character
c20-p27,paragraph,AElliot,character
c20-p27,paragraph,WElliot,character
c20-p27,paragraph,WElliot,character
c20-p28,paragraph,WElliot,character
c20-p28,paragraph,AElliot,character
c20-p29,paragraph,AElliot,character
c20-p29,paragraph,WElliot,character
c20-p30,paragraph,WElliot,character
c20-p30,paragraph,AElliot,character
c20-p31,paragraph,AElliot,character
c20-p31,paragraph,WElliot,character
c20-p32,paragraph,WElliot,character
c20-p32,paragraph,AElliot,character
c20-p33,paragraph,WElliot,character
c20-p33,paragraph,AElliot,character
c20-p34,paragraph,WElliot,character
c20-p34,paragraph,AElliot,character
c20-p35,paragraph,AElliot,character
c20-p35,paragraph,AElliot,character
c20-p35,paragraph,MWentworth,character
c20-p35,paragraph,CWentworth,character
c20-p35,paragraph,WElliot,character
c20-p36,paragraph,AElliot,character
c20-p36,paragraph,WElliot,character
c20-p37,paragraph,WElliot,character
c20-p37,paragraph,AElliot,character
c20-p38,paragraph,SWElliot,character
c20-p38,paragraph,WElliot,character
c20-p39,paragraph,LDalrymple,character
c20-p39,paragraph,WElliot,character
c20-p40,paragraph,SWElliot,character
c20-p40,paragraph,CWentworth,character
c20-p40,paragraph,SCroft,character
c20-p40,paragraph,MCroft,character
c20-p41,paragraph,SWElliot,character
c20-p41,paragraph,AElliot,character
c20-p41,paragraph,CWentworth,character
c20-p42,paragraph,AElliot,character
c20-p42,paragraph,CWentworth,character
c20-p43,paragraph,WElliot,character
c20-p43,paragraph,AElliot,character
c20-p43,paragraph,AElliot,character
c20-p44,paragraph,LRussell,character
c20-p44,paragraph,WElliot,character
c20-p44,paragraph,CWentworth,character
c20-p44,paragraph,AElliot,character
c20-p45,paragraph,AElliot,character
c20-p45,paragraph,CWentworth,character
c20-p46,paragraph,AElliot,character
c20-p46,paragraph,CWallis,character
c20-p46,paragraph,WElliot,character
c20-p46,paragraph,EElliot,character
c20-p46,paragraph,MCarteret,character
c20-p46,paragraph,MLarolles,character
c20-p47,paragraph,AElliot,character
c20-p47,paragraph,CWentworth,character
c20-p47,paragraph,WElliot,character
c20-p47,paragraph,MCarteret,character
c20-p48,paragraph,AElliot,character
c20-p48,paragraph,CWentworth,character
c20-p49,paragraph,AElliot,character
c20-p49,paragraph,CWentworth,character
c20-p50,paragraph,CWentworth,character
c20-p50,paragraph,AElliot,character
c20-p51,paragraph,AElliot,character
c20-p51,paragraph,CWentworth,character
c20-p51,paragraph,AElliot,character
c21-p01,paragraph,AElliot,character
c21-p01,paragraph,MSmith,character
c21-p01,paragraph,WElliot,character
c21-p02,paragraph,AElliot,character
c21-p02,paragraph,WElliot,character
c21-p02,paragraph,CWentworth,character
c21-p03,paragraph,AElliot,character
c21-p04,paragraph,AElliot,character
c21-p04,paragraph,MSmith,character
c21-p05,paragraph,AElliot,character
c21-p05,paragraph,MSmith,character
c21-p05,paragraph,A laundress,character
c21-p05,paragraph,A waiter,character
c21-p06,paragraph,MSmith,character
c21-p06,paragraph,The little Durands,character
c21-p06,paragraph,AElliot,character
c21-p07,paragraph,AElliot,character
c21-p07,paragraph,MSmith,character
c21-p07,paragraph,WElliot,character
c21-p08,paragraph,MSmith,character
c21-p08,paragraph,AElliot,character
c21-p08,paragraph,The Ibbotsons,character
c21-p08,paragraph,The two new beauties,character
c21-p08,paragraph,Tall Irish Officer,character
c21-p09,paragraph,AElliot,character
c21-p09,paragraph,MSmith,character
c21-p10,paragraph,OLMMaclean,character
c21-p10,paragraph,AElliot,character
c21-p10,paragraph,MSmith,character
c21-p10,paragraph,LDalrymple,character
c21-p11,paragraph,AElliot,character
c21-p11,paragraph,MSmith,character
c21-p11,paragraph,LDalrymple,character
c21-p12,paragraph,AElliot,character
c21-p12,paragraph,MSmith,character
c21-p12,paragraph,AElliot,character
c21-p12,paragraph,MSmith,character
c21-p13,paragraph,AElliot,character
c21-p13,paragraph,MSmith,character
c21-p14,paragraph,AElliot,character
c21-p14,paragraph,MSmith,character
c21-p15,paragraph,AElliot,character
c21-p15,paragraph,MSmith,character
c21-p16,paragraph,AElliot,character
c21-p16,paragraph,MSmith,character
c21-p16,paragraph,WElliot,character
c21-p17,paragraph,AElliot,character
c21-p19,paragraph,AElliot,character
c21-p19,paragraph,MSmith,character
c21-p19,paragraph,CWentworth,character
c21-p20,paragraph,AElliot,character
c21-p20,paragraph,MSmith,character
c21-p20,paragraph,WElliot,character
c21-p21,paragraph,AElliot,character
c21-p21,paragraph,MSmith,character
c21-p21,paragraph,WElliot,character
c21-p22,paragraph,AElliot,character
c21-p22,paragraph,MSmith,character
c21-p22,paragraph,WElliot,character
c21-p23,paragraph,AElliot,character
c21-p23,paragraph,MSmith,character
c21-p23,paragraph,WElliot,character
c21-p24,paragraph,AElliot,character
c21-p24,paragraph,WElliot,character
c21-p24,paragraph,MSmith,character
c21-p25,paragraph,AElliot,character
c21-p25,paragraph,MSmith,character
c21-p25,paragraph,WElliot,character
c21-p26,paragraph,MSmith,character
c21-p26,paragraph,AElliot,character
c21-p27,paragraph,AElliot,character
c21-p27,paragraph,MSmith,character
c21-p27,paragraph,WElliot,character
c21-p28,paragraph,AElliot,character
c21-p28,paragraph,MSmith,character
c21-p28,paragraph,WElliot,character
c06-p01,paragraph,SWElliot,character
c18-p31,paragraph,AElliot,character
c18-p31,paragraph,ACroft,character
c18-p32,paragraph,AElliot,character
c18-p32,paragraph,ACroft,character
c18-p32,paragraph,AElliot,character
c18-p32,paragraph,ACroft,character
c18-p33,paragraph,AElliot,character
c18-p33,paragraph,ACroft,character
c18-p34,paragraph,ACroft,character
c18-p34,paragraph,AElliot,character
c18-p34,paragraph,CBrigden,character
c18-p34,paragraph,MCroft,character
c18-p34,paragraph,ABrand,character
c18-p34,paragraph,BBrand,character
c18-p34,paragraph,SADrew,character
c18-p34,paragraph,GDrew,character
c18-p35,paragraph,AElliot,character
c18-p35,paragraph,ACroft,character
c18-p35,paragraph,MCroft,character
c18-p36,paragraph,AElliot,character
c18-p36,paragraph,ACroft,character
c18-p36,paragraph,LMusgrove,character
c18-p37,paragraph,AElliot,character
c18-p37,paragraph,LMusgrove,character
c18-p38,paragraph,ACroft,character
c18-p38,paragraph,AElliot,character
c18-p38,paragraph,LMusgrove,character
c18-p38,paragraph,CWentworth,character
c18-p38,paragraph,EWentworth,character
c18-p38,paragraph,SCroft,character
c18-p38,paragraph,JBenwick,character
c18-p39,paragraph,AElliot,character
c18-p39,paragraph,ACroft,character
c18-p39,paragraph,JBenwick,character
c18-p40,paragraph,AElliot,character
c18-p40,paragraph,ACroft,character
c18-p40,paragraph,LMusgrove,character
c18-p40,paragraph,JBenwick,character
c18-p41,paragraph,AElliot,character
c18-p41,paragraph,ACroft,character
c18-p41,paragraph,JBenwick,character
c18-p42,paragraph,ACroft,character
c18-p42,paragraph,AElliot,character
c18-p42,paragraph,JBenwick,character
c18-p43,paragraph,AElliot,character
c18-p43,paragraph,ACroft,character
c18-p43,paragraph,JBenwick,character
c18-p44,paragraph,AElliot,character
c18-p44,paragraph,ACroft,character
c18-p44,paragraph,JBenwick,character
c18-p44,paragraph,SCroft,character
c18-p44,paragraph,CWentworth,character
c18-p45,paragraph,AElliot,character
c18-p45,paragraph,JBenwick,character
c18-p45,paragraph,CWentworth,character
c18-p45,paragraph,ACroft,character
c18-p46,paragraph,ACroft,character
c18-p46,paragraph,CWentworth,character
c18-p46,paragraph,AElliot,character
c18-p46,paragraph,SCroft,character
c18-p46,paragraph,CHarville,character
c18-p47,paragraph,AElliot,character
c18-p47,paragraph,ACroft,character
c18-p47,paragraph,CWentworth,character
c18-p47,paragraph,MCroft,character
c18-p47,paragraph,LMusgrove,character
c18-p48,paragraph,ACroft,character
c18-p48,paragraph,AElliot,character
c18-p49,paragraph,AElliot,character
c18-p50,paragraph,AElliot,character
c18-p50,paragraph,ACroft,character
c18-p50,paragraph,CWentworth,character
c18-p50,paragraph,LMusgrove,character
c18-p51,paragraph,AElliot,character
c18-p51,paragraph,ACroft,character
c18-p51,paragraph,CWentworth,character
c18-p51,paragraph,JBenwick,character
c18-p52,paragraph,AElliot,character
c18-p52,paragraph,ACroft,character
c18-p52,paragraph,CWentworth,character
c18-p52,paragraph,JBenwick,character
c18-p53,paragraph,AElliot,character
c18-p53,paragraph,ACroft,character
c18-p54,paragraph,AElliot,character
c18-p54,paragraph,ACroft,character
c18-p54,paragraph,CWentworth,character
c18-p54,paragraph,SCroft,character
c18-p54,paragraph,HMusgrove,character
