element_id,element_type,entity_id,entity_type
c09-p12,paragraph,MMusgrove,character
c09-p12,paragraph,HMusgrove,character
c09-p12,paragraph,CHayter,character
c09-p13,paragraph,MMusgrove,character
c09-p13,paragraph,HMusgrove,character
c09-p13,paragraph,LMusgrove,character
c09-p13,paragraph,CHayter,character
c09-p14,paragraph,CMusgrove,character
c09-p14,paragraph,CHayter,character
c09-p15,paragraph,MMusgrove,character
c09-p15,paragraph,CHayter,character
c09-p15,paragraph,HMusgrove,character
c09-p15,paragraph,LMusgrove,character
c09-p15,paragraph,CWentworth,character
c09-p16,paragraph,CMusgrove,character
c09-p16,paragraph,MMusgrove,character
c09-p16,paragraph,AElliot,character
c09-p16,paragraph,HMusgrove,character
c09-p16,paragraph,CHayter,character
c09-p16,paragraph,CWentworth,character
c09-p16,paragraph,LMusgrove,character
c09-p17,paragraph,MMusgroveE,character
c09-p17,paragraph,AElliot,character
c09-p17,paragraph,CMusgroveL,character
c09-p17,paragraph,CWentworth,character
c09-p18,paragraph,CWentworth,character
c09-p18,paragraph,AElliot,character
c09-p18,paragraph,LMusgrove,character
c09-p18,paragraph,HMusgrove,character
c09-p18,paragraph,CHayter,character
c09-p19,paragraph,CHayter,character
c09-p19,paragraph,CWentworth,character
c09-p19,paragraph,DShirley,character
c09-p19,paragraph,LMusgrove,character
c09-p19,paragraph,HMusgrove,character
c09-p20,paragraph,LMusgrove,character
c09-p20,paragraph,DShirley,character
c09-p21,paragraph,MMusgroveE,character
c09-p21,paragraph,CMusgroveE,character
c09-p21,paragraph,AElliot,character
c09-p21,paragraph,CWentworth,character
c09-p21,paragraph,CMusgroveE,character
c09-p22,paragraph,AElliot,character
c09-p22,paragraph,CWentworth,character
c09-p22,paragraph,LMusgrove,character
c09-p22,paragraph,HMusgrove,character
c09-p22,paragraph,MMusgroveE,character
c09-p23,paragraph,LMusgrove,character
c09-p23,paragraph,HMusgrove,character
c09-p23,paragraph,AElliot,character
c09-p23,paragraph,CWentworth,character
c09-p24,paragraph,CWentworth,character
c09-p25,paragraph,AElliot,character
c09-p25,paragraph,CHayter,character
c09-p25,paragraph,CWentworth,character
c09-p25,paragraph,CMusgroveL,character
c09-p26,paragraph,AElliot,character
c09-p27,paragraph,CWentworth,character
c09-p27,paragraph,CHayter,character
c09-p28,paragraph,WMusgrove,character
c09-p29,paragraph,CMusgroveL,character
c09-p29,paragraph,WMusgrove,character
c09-p29,paragraph,AElliot,character
c09-p30,paragraph,AElliot,character
c09-p30,paragraph,WMusgrove,character
c09-p31,paragraph,AElliot,character
c09-p31,paragraph,WMusgrove,character
c09-p31,paragraph,CHayter,character
c09-p32,paragraph,WMusgrove,character
c09-p33,paragraph,WMusgrove,character
c09-p33,paragraph,AElliot,character
c09-p33,paragraph,CWentworth,character
c09-p34,paragraph,AElliot,character
c09-p34,paragraph,CMusgroveL,character
c09-p34,paragraph,CWentworth,character
c09-p34,paragraph,MMusgrove,character
c09-p34,paragraph,MMusgroveE,character
c09-p34,paragraph,WMusgrove,character
c09-p34,paragraph,CHayter,character
c10-p01,paragraph,AElliot,character
c10-p01,paragraph,LMusgrove,character
c10-p01,paragraph,CWentworth,character
c10-p01,paragraph,CHayter,character
c10-p01,paragraph,HMusgrove,character
c10-p02,paragraph,CHayter,character
c10-p02,paragraph,CMusgrove,character
c10-p02,paragraph,MMusgrove,character
c10-p02,paragraph,HMusgrove,character
c10-p02,paragraph,AElliot,character
c10-p03,paragraph,CMusgrove,character
c10-p03,paragraph,CWentworth,character
c10-p03,paragraph,LMusgrove,character
c10-p03,paragraph,HMusgrove,character
c10-p04,paragraph,HMusgrove,character
c10-p04,paragraph,LMusgrove,character
c10-p04,paragraph,MMusgrove,character
c10-p04,paragraph,AElliot,character
c10-p05,paragraph,MMusgrove,character
c10-p06,paragraph,CMusgrove,character
c10-p06,paragraph,CWentworth,character
c10-p06,paragraph,AElliot,character
c10-p06,paragraph,HMusgrove,character
c10-p06,paragraph,LMusgrove,character
c10-p07,paragraph,AElliot,character
c10-p07,paragraph,CWentworth,character
c10-p07,paragraph,HMusgrove,character
c10-p07,paragraph,LMusgrove,character
c10-p08,paragraph,ACroft,character
c10-p08,paragraph,MCroft,character
c10-p09,paragraph,LMusgrove,character
c10-p09,paragraph,CWentworth,character
c10-p09,paragraph,ACroft,character
c10-p09,paragraph,MCroft,character
c10-p11,paragraph,CWentworth,character
c10-p11,paragraph,LMusgrove,character
c10-p12,paragraph,AElliot,character
c10-p15,paragraph,MMusgrove,character
c10-p16,paragraph,HMusgrove,character
c10-p16,paragraph,CHayter,character
c10-p16,paragraph,CMusgrove,character
c10-p16,paragraph,LMusgrove,character
c10-p17,paragraph,CMusgrove,character
c10-p17,paragraph,MMusgrove,character
c10-p18,paragraph,CMusgrove,character
c10-p18,paragraph,HMusgrove,character
c10-p18,paragraph,LMusgrove,character
c10-p18,paragraph,MMusgrove,character
c10-p18,paragraph,CWentworth,character
c10-p20,paragraph,MMusgrove,character
c10-p20,paragraph,AElliot,character
c10-p21,paragraph,LMusgrove,character
c10-p21,paragraph,MMusgrove,character
c10-p21,paragraph,AElliot,character
c10-p21,paragraph,CWentworth,character
c10-p22,paragraph,AElliot,character
c10-p22,paragraph,CWentworth,character
c10-p22,paragraph,LMusgrove,character
c10-p23,paragraph,HMusgrove,character
c10-p24,paragraph,HMusgrove,character
c10-p25,paragraph,LMusgrove,character
c10-p25,paragraph,HMusgrove,character
c10-p26,paragraph,LMusgrove,character
c10-p26,paragraph,CWentworth,character
c10-p27,paragraph,AElliot,character
c10-p27,paragraph,LMusgrove,character
c10-p28,paragraph,MMusgrove,character
c10-p28,paragraph,LMusgrove,character
c10-p28,paragraph,CMusgrove,character
c10-p28,paragraph,AElliot,character
c10-p28,paragraph,CWentworth,character
c10-p29,paragraph,CWentworth,character
c10-p30,paragraph,CWentworth,character
c10-p30,paragraph,LMusgrove,character
c10-p30,paragraph,AElliot,character
c10-p30,paragraph,CMusgrove,character
c10-p33,paragraph,HMusgrove,character
c10-p33,paragraph,LMusgrove,character
c10-p33,paragraph,CMusgrove,character
c10-p33,paragraph,MMusgrove,character
c10-p33,paragraph,LRussell,character
c10-p33,paragraph,AElliot,character
c10-p34,paragraph,AElliot,character
c10-p34,paragraph,CWentworth,character
c10-p35,paragraph,AElliot,character
c10-p35,paragraph,MMusgrove,character
c10-p36,paragraph,CMusgrove,character
c10-p36,paragraph,CHayter,character
c10-p36,paragraph,HMusgrove,character
c10-p36,paragraph,AElliot,character
c10-p36,paragraph,CWentworth,character
c10-p37,paragraph,LMusgrove,character
c10-p37,paragraph,CWentworth,character
c10-p37,paragraph,AElliot,character
c10-p37,paragraph,CMusgrove,character
c10-p37,paragraph,MMusgrove,character
c10-p38,paragraph,The party,character
c10-p38,paragraph,ACroft,character
c10-p38,paragraph,MCroft,character
c10-p38,paragraph,HMusgrove,character
c10-p38,paragraph,LMusgrove,character
c10-p38,paragraph,MMusgrove,character
c10-p38,paragraph,Elliot pride,character
c10-p39,paragraph,ACroft,character
c10-p39,paragraph,CWentworth,character
c10-p39,paragraph,MCroft,character
c10-p40,paragraph,AElliot,character
c10-p40,paragraph,MCroft,character
c10-p41,paragraph,AElliot,character
c10-p41,paragraph,ACroft,character
c10-p41,paragraph,MCroft,character
c10-p41,paragraph,CWentworth,character
c10-p42,paragraph,CWentworth,character
c10-p42,paragraph,AElliot,character
c10-p43,paragraph,CWentworth,character
c10-p43,paragraph,AElliot,character
c10-p44,paragraph,MCroft,character
c10-p44,paragraph,AElliot,character
c10-p45,paragraph,CWentworth,character
c10-p45,paragraph,MCroft,character
c10-p45,paragraph,LMusgrove,character
c10-p45,paragraph,HMusgrove,character
c10-p46,paragraph,MCroft,character
c10-p46,paragraph,LMusgrove,character
c10-p46,paragraph,HMusgrove,character
c10-p46,paragraph,AElliot,character
c10-p46,paragraph,ACroft,character
c10-p47,paragraph,AElliot,character
c10-p47,paragraph,MCroft,character
c11-p01,paragraph,LRussell,character
c11-p01,paragraph,AElliot,character
c11-p02,paragraph,CWentworth,character
c11-p02,paragraph,LRussell,character
c11-p02,paragraph,AElliot,character
c11-p03,paragraph,CWentworth,character
c11-p03,paragraph,AElliot,character
c11-p03,paragraph,LRussell,character
c11-p04,paragraph,AElliot,character
c11-p04,paragraph,CMusgroveL,character
c11-p05,paragraph,CWentworth,character
c11-p05,paragraph,AElliot,character
c11-p06,paragraph,CHarville,character
c11-p06,paragraph,CWentworth,character
c11-p07,paragraph,CWentworth,character
c11-p07,paragraph,LMusgrove,character
c11-p07,paragraph,CMusgrove,character
c11-p07,paragraph,MMusgrove,character
c11-p07,paragraph,AElliot,character
c11-p07,paragraph,HMusgrove,character
c11-p08,paragraph,CWentworth,character
c11-p08,paragraph,LMusgrove,character
c11-p08,paragraph,CMusgrove,character
c11-p08,paragraph,MMusgrove,character
c11-p08,paragraph,AElliot,character
c11-p08,paragraph,HMusgrove,character
c11-p09,paragraph,CWentworth,character
c11-p09,paragraph,LMusgrove,character
c11-p09,paragraph,CMusgrove,character
c11-p09,paragraph,MMusgrove,character
c11-p09,paragraph,AElliot,character
c11-p09,paragraph,HMusgrove,character
c11-p10,paragraph,CWentworth,character
c11-p10,paragraph,LMusgrove,character
c11-p10,paragraph,CMusgrove,character
c11-p10,paragraph,MMusgrove,character
c11-p10,paragraph,AElliot,character
c11-p10,paragraph,HMusgrove,character
c11-p10,paragraph,CHarville,character
c11-p10,paragraph,MHarville,character
c11-p11,paragraph,JBenwick,character
c11-p11,paragraph,MHarville,character
c11-p11,paragraph,CWentworth,character
c11-p11,paragraph,LMusgrove,character
c11-p11,paragraph,CMusgrove,character
c11-p11,paragraph,MMusgrove,character
c11-p11,paragraph,AElliot,character
c11-p11,paragraph,HMusgrove,character
c11-p11,paragraph,CHarville,character
c11-p12,paragraph,JBenwick,character
c11-p12,paragraph,CWentworth,character
c11-p12,paragraph,CHarville,character
c11-p12,paragraph,FHarville,character
c11-p13,paragraph,AElliot,character
c11-p13,paragraph,JBenwick,character
c11-p14,paragraph,CHarville,character
c11-p14,paragraph,CWentworth,character
c11-p14,paragraph,JBenwick,character
c11-p15,paragraph,CHarville,character
c11-p15,paragraph,CWentworth,character
c11-p15,paragraph,MHarville,character
c11-p16,paragraph,AElliot,character
c11-p16,paragraph,CWentworth,character
c11-p17,paragraph,AElliot,character
c11-p17,paragraph,CHarville,character
c11-p18,paragraph,CHarville,character
c11-p18,paragraph,JBenwick,character
c11-p19,paragraph,AElliot,character
c11-p19,paragraph,LMusgrove,character
c11-p20,paragraph,InnKeeper,character
c11-p21,paragraph,AElliot,character
c11-p21,paragraph,CWentworth,character
c11-p22,paragraph,CHarville,character
c11-p22,paragraph,JBenwick,character
c11-p23,paragraph,CWentworth,character
c11-p23,paragraph,CHarville,character
c11-p23,paragraph,AElliot,character
c11-p23,paragraph,JBenwick,character
c11-p24,paragraph,AElliot,character
c11-p24,paragraph,JBenwick,character
c11-p25,paragraph,JBenwick,character
c11-p25,paragraph,AElliot,character
c11-p26,paragraph,AElliot,character
c11-p26,paragraph,JBenwick,character
c12-p01,paragraph,AElliot,character
c12-p01,paragraph,HMusgrove,character
c12-p02,paragraph,HMusgrove,character
c12-p02,paragraph,DShirley,character
c12-p02,paragraph,AElliot,character
c12-p02,paragraph,MShirley,character
c12-p03,paragraph,AElliot,character
c12-p03,paragraph,DShirley,character
c12-p04,paragraph,HMusgrove,character
c12-p04,paragraph,LRussell,character
c12-p04,paragraph,DShirley,character
c12-p05,paragraph,AElliot,character
c12-p05,paragraph,HMusgrove,character
c12-p05,paragraph,LMusgrove,character
c12-p05,paragraph,CWentworth,character
c12-p05,paragraph,MMusgrove,character
c12-p05,paragraph,CMusgroveL,character
c12-p05,paragraph,WMusgrove,character
c12-p05,paragraph,CMusgroveE,character
c12-p05,paragraph,MMusgroveE,character
c12-p05,paragraph,CMusgrove,character
c12-p06,paragraph,AElliot,character
c12-p06,paragraph,HMusgrove,character
c12-p06,paragraph,CWentworth,character
c12-p06,paragraph,WElliot,character
c12-p07,paragraph,LMusgrove,character
c12-p07,paragraph,AElliot,character
c12-p07,paragraph,HMusgrove,character
c12-p07,paragraph,CWentworth,character
c12-p07,paragraph,WElliot,character
c12-p08,paragraph,AElliot,character
c12-p08,paragraph,CWentworth,character
c12-p08,paragraph,HMusgrove,character
c12-p08,paragraph,CMusgrove,character
c12-p08,paragraph,MMusgrove,character
c12-p09,paragraph,CMusgrove,character
c12-p09,paragraph,AElliot,character
c12-p09,paragraph,HMusgrove,character
c12-p09,paragraph,CWentworth,character
c12-p09,paragraph,MMusgrove,character
c12-p10,paragraph,CWentworth,character
c12-p10,paragraph,AElliot,character
c12-p10,paragraph,WElliot,character
c12-p11,paragraph,HMusgrove,character
c12-p11,paragraph,LMusgrove,character
c12-p11,paragraph,WElliot,character
c12-p11,paragraph,MMusgrove,character
c12-p12,paragraph,CWentworth,character
c12-p12,paragraph,WElliot,character
c12-p13,paragraph,WElliot,character
c12-p14,paragraph,WElliot,character
c12-p15,paragraph,MMusgrove,character
c12-p15,paragraph,WElliot,character
c12-p15,paragraph,CMusgrove,character
c12-p15,paragraph,AElliot,character
c12-p15,paragraph,CMusgroveE,character
c12-p16,paragraph,MMusgrove,character
c12-p16,paragraph,WElliot,character
c12-p17,paragraph,MMusgrove,character
c12-p17,paragraph,WElliot,character
c12-p17,paragraph,SWElliot,character
c12-p17,paragraph,AElliot,character
c12-p18,paragraph,CWentworth,character
c12-p18,paragraph,AElliot,character
c12-p18,paragraph,WElliot,character
c12-p19,paragraph,MMusgrove,character
c12-p19,paragraph,AElliot,character
c12-p19,paragraph,SWElliot,character
c12-p19,paragraph,WElliot,character
c12-p20,paragraph,AElliot,character
c12-p20,paragraph,WElliot,character
c12-p20,paragraph,MMusgrove,character
c12-p21,paragraph,MMusgrove,character
c12-p21,paragraph,WElliot,character
c12-p21,paragraph,CMusgroveE,character
c12-p22,paragraph,AElliot,character
c12-p22,paragraph,MMusgrove,character
c12-p22,paragraph,SWElliot,character
c12-p22,paragraph,WElliot,character
c12-p22,paragraph,EElliot,character
c12-p23,paragraph,CHarville,character
c12-p23,paragraph,MHarville,character
c12-p23,paragraph,CBenwick,character
c12-p23,paragraph,AElliot,character
c12-p23,paragraph,HMusgrove,character
c12-p23,paragraph,LMusgrove,character
c12-p23,paragraph,CWentworth,character
c12-p23,paragraph,MMusgrove,character
c12-p23,paragraph,CMusgroveL,character
c12-p24,paragraph,AElliot,character
c12-p24,paragraph,CBenwick,character
c12-p24,paragraph,CHarville,character
c12-p24,paragraph,MScott,character
c12-p24,paragraph,LByron,character
c12-p25,paragraph,AElliot,character
c12-p25,paragraph,CHarville,character
c12-p26,paragraph,AElliot,character
c12-p26,paragraph,CHarville,character
c12-p27,paragraph,CHarville,character
c12-p28,paragraph,AElliot,character
c12-p29,paragraph,CHarville,character
c12-p29,paragraph,CWentworth,character
c12-p29,paragraph,AElliot,character
c12-p30,paragraph,AElliot,character
c12-p30,paragraph,CHarville,character
c12-p31,paragraph,MHarville,character
c12-p31,paragraph,CHarville,character
c12-p31,paragraph,CBenwick,character
c12-p32,paragraph,AElliot,character
c12-p32,paragraph,CBenwick,character
c12-p32,paragraph,LByron,character
c12-p33,paragraph,LMusgrove,character
c12-p33,paragraph,CWentworth,character
c12-p34,paragraph,LMusgrove,character
c12-p35,paragraph,CWentworth,character
c12-p35,paragraph,LMusgrove,character
c12-p35,paragraph,MMusgrove,character
c12-p35,paragraph,CMusgrove,character
c12-p35,paragraph,CBenwick,character
c12-p35,paragraph,AElliot,character
c12-p36,paragraph,CWentworth,character
c12-p37,paragraph,AElliot,character
c12-p37,paragraph,CWentworth,character
c12-p38,paragraph,CBenwick,character
c12-p38,paragraph,CMusgrove,character
c12-p38,paragraph,MMusgrove,character
c12-p38,paragraph,LMusgrove,character
c12-p38,paragraph,AElliot,character
c12-p38,paragraph,CWentworth,character
c12-p39,paragraph,CMusgroveE,character
c12-p39,paragraph,MMusgrove,character
c12-p39,paragraph,LMusgrove,character
c12-p40,paragraph,AElliot,character
c12-p41,paragraph,AElliot,character
c12-p41,paragraph,CWentworth,character
c12-p42,paragraph,CBenwick,character
c12-p43,paragraph,CBenwick,character
c12-p43,paragraph,CMusgrove,character
c12-p44,paragraph,AElliot,character
c12-p44,paragraph,CWentworth,character
c12-p44,paragraph,CMusgrove,character
c12-p44,paragraph,LMusgrove,character
c12-p44,paragraph,MMusgrove,character
c12-p45,paragraph,AElliot,character
c12-p45,paragraph,HMusgrove,character
c12-p45,paragraph,MMusgrove,character
c12-p45,paragraph,CMusgrove,character
c12-p45,paragraph,CWentworth,character
c12-p46,paragraph,AElliot,character
c12-p46,paragraph,CMusgrove,character
c12-p47,paragraph,CWentworth,character
c12-p47,paragraph,AElliot,character
c12-p48,paragraph,AElliot,character
c12-p48,paragraph,LMusgrove,character
c12-p49,paragraph,CWentworth,character
c12-p50,paragraph,AElliot,character
c12-p50,paragraph,LMusgrove,character
c12-p50,paragraph,CMusgrove,character
c12-p50,paragraph,HMusgrove,character
c12-p51,paragraph,CHarville,character
c12-p51,paragraph,MHarville,character
c12-p51,paragraph,AElliot,character
c12-p51,paragraph,LMusgrove,character
c12-p51,paragraph,CMusgrove,character
c12-p51,paragraph,HMusgrove,character
c12-p52,paragraph,LMusgrove,character
c12-p52,paragraph,HMusgrove,character
c12-p52,paragraph,MMusgrove,character
c12-p55,paragraph,CWentworth,character
c12-p55,paragraph,AElliot,character
c12-p56,paragraph,LMusgrove,character
c12-p57,paragraph,LMusgrove,character
c12-p57,paragraph,MHarville,character
c12-p57,paragraph,CHarville,character
c12-p57,paragraph,CBenwick,character
c12-p58,paragraph,CMusgrove,character
c12-p58,paragraph,HMusgrove,character
c12-p58,paragraph,CWentworth,character
c12-p58,paragraph,CMusgroveE,character
c12-p58,paragraph,MMusgroveE,character
c12-p59,paragraph,CWentworth,character
c12-p59,paragraph,CMusgrove,character
c12-p60,paragraph,CMusgrove,character
c12-p60,paragraph,MHarville,character
c12-p60,paragraph,CHarville,character
c12-p60,paragraph,LMusgrove,character
c12-p60,paragraph,HMusgrove,character
c12-p60,paragraph,CMusgroveE,character
c12-p60,paragraph,MMusgroveE,character
c12-p61,paragraph,AElliot,character
c12-p61,paragraph,LMusgrove,character
c12-p62,paragraph,CWentworth,character
c12-p62,paragraph,CMusgrove,character
c12-p62,paragraph,MMusgroveE,character
c12-p62,paragraph,HMusgrove,character
c12-p62,paragraph,LMusgrove,character
c12-p62,paragraph,AElliot,character
c12-p63,paragraph,AElliot,character
c12-p63,paragraph,CMusgrove,character
c12-p63,paragraph,CWentworth,character
c12-p63,paragraph,MMusgroveE,character
c12-p64,paragraph,AElliot,character
c12-p64,paragraph,MHarville,character
c12-p64,paragraph,LMusgrove,character
c12-p64,paragraph,CWentworth,character
c12-p65,paragraph,MMusgroveE,character
c12-p65,paragraph,CMusgroveE,character
c12-p65,paragraph,CWentworth,character
c12-p66,paragraph,CWentworth,character
c12-p66,paragraph,MMusgrove,character
c12-p66,paragraph,AElliot,character
c12-p66,paragraph,LMusgrove,character
c12-p66,paragraph,HMusgrove,character
c12-p66,paragraph,CMusgrove,character
c12-p67,paragraph,CBenwick,character
c12-p67,paragraph,MMusgrove,character
c12-p67,paragraph,AElliot,character
c12-p67,paragraph,CMusgrove,character
c12-p67,paragraph,HMusgrove,character
c12-p67,paragraph,DShirley,character
c12-p67,paragraph,WElliot,character
c12-p67,paragraph,LMusgrove,character
c12-p68,paragraph,CBenwick,character
c12-p68,paragraph,AElliot,character
c12-p69,paragraph,CWentworth,character
c12-p69,paragraph,AElliot,character
c12-p69,paragraph,CMusgrove,character
c12-p69,paragraph,LMusgrove,character
c12-p70,paragraph,AElliot,character
c12-p70,paragraph,LMusgrove,character
c12-p70,paragraph,CWentworth,character
c12-p71,paragraph,AElliot,character
c12-p71,paragraph,HMusgrove,character
c12-p71,paragraph,CWentworth,character
c12-p72,paragraph,CWentworth,character
c12-p72,paragraph,LMusgrove,character
c12-p73,paragraph,AElliot,character
c12-p73,paragraph,CWentworth,character
c12-p74,paragraph,AElliot,character
c12-p74,paragraph,CWentworth,character
c12-p74,paragraph,HMusgrove,character
c12-p75,paragraph,CWentworth,character
c12-p75,paragraph,CMusgroveE,character
c12-p75,paragraph,MMusgroveE,character
c12-p76,paragraph,AElliot,character
c12-p76,paragraph,CWentworth,character
c12-p77,paragraph,CMusgroveE,character
c12-p77,paragraph,MMusgroveE,character
c12-p77,paragraph,CWentworth,character
c13-p01,paragraph,AElliot,character
c13-p01,paragraph,CMusgrove,character
c13-p01,paragraph,MMusgrove,character
c13-p02,paragraph,Charville,character
c13-p02,paragraph,MHarville,character
c13-p02,paragraph,MMusgrove,character
c13-p02,paragraph,JBenwick,character
c13-p02,paragraph,LMusgrove,character
c13-p02,paragraph,CHayter,character
c13-p03,paragraph,CHayter,character
c13-p03,paragraph,LMusgrove,character
c13-p03,paragraph,MMusgrove,character
c13-p03,paragraph,HMusgrove,character
c13-p04,paragraph,CHayter,character
c13-p04,paragraph,LMusgrove,character
c13-p04,paragraph,CWentworth,character
c13-p05,paragraph,AElliot,character
c13-p05,paragraph,AElliot,character
c13-p05,paragraph,MHarville,character
c13-p06,paragraph,AElliot,character
c13-p07,paragraph,LMusgrove,character
c13-p07,paragraph,LMusgrove,character
c13-p07,paragraph,AElliot,character
c13-p08,paragraph,LRussell,character
c13-p08,paragraph,AElliot,character
c13-p09,paragraph,AElliot,character
c13-p09,paragraph,LRussell,character
c13-p10,paragraph,AElliot,character
c13-p10,paragraph,SWElliot,character
c13-p10,paragraph,EElliot,character
c13-p10,paragraph,LRussell,character
c13-p10,paragraph,MClay,character
c13-p10,paragraph,LMusgrove,character
c13-p10,paragraph,CHarville,character
c13-p10,paragraph,MHarville,character
c13-p10,paragraph,JBenwick,character
c13-p11,paragraph,MMusgrove,character
c13-p11,paragraph,CMusgrove,character
c13-p11,paragraph,AElliot,character
c13-p11,paragraph,LRussell,character
c13-p11,paragraph,CWentworth,character
c13-p11,paragraph,LMusgrove,character
c13-p12,paragraph,LRussell,character
c13-p12,paragraph,AElliot,character
c13-p12,paragraph,LMusgrove,character
c13-p12,paragraph,AElliot,character
c13-p12,paragraph,LRussell,character
c13-p12,paragraph,CWentworth,character
c13-p12,paragraph,LMusgrove,character
c13-p13,paragraph,LMusgrove,character
c13-p13,paragraph,MCroft,character
c13-p13,paragraph,AElliot,character
c13-p14,paragraph,AElliot,character
c13-p16,paragraph,AElliot,character
c13-p16,paragraph,MCroft,character
c13-p16,paragraph,ACroft,character
c13-p16,paragraph,SCroft,character
c13-p16,paragraph,SWElliot,character
c13-p16,paragraph,LRussell,character
c13-p17,paragraph,AElliot,character
c13-p17,paragraph,LEElliot,character
c13-p18,paragraph,MCroft,character
c13-p19,paragraph,CWentworth,character
c13-p19,paragraph,AElliot,character
c13-p19,paragraph,EElliot,character
c13-p20,paragraph,LMusgrove,character
c13-p20,paragraph,ACroft,character
c13-p21,paragraph,AElliot,character
c13-p22,paragraph,ACroft,character
c13-p22,paragraph,LRussell,character
c13-p22,paragraph,AElliot,character
c13-p23,paragraph,ACroft,character
c13-p25,paragraph,ACroft,character
c13-p26,paragraph,AElliot,character
c13-p26,paragraph,SWElliot,character
c13-p27,paragraph,AElliot,character
c13-p27,paragraph,MCroft,character
c13-p28,paragraph,LRussell,character
c13-p28,paragraph,MCroft,character
c13-p28,paragraph,ACroft,character
c13-p29,paragraph,AElliot,character
c13-p29,paragraph,CWentworth,character
c14-n01,paragraph,CMusgrove,character
c14-n01,paragraph,MMusgrove,character
c14-n01,paragraph,CMusgroveE,character
c14-n01,paragraph,MMusgroveE,character
c14-n01,paragraph,LMusgrove,character
c14-n02,paragraph,MMusgroveE,character
c14-n02,paragraph,MHarville,character
c14-n03,paragraph,MMusgrove,character
c14-n03,paragraph,CHayter,character
c14-n03,paragraph,MMusgroveE,character
c14-n03,paragraph,MHarville,character
c14-n04,paragraph,CBenwick,character
c14-n04,paragraph,AElliot,character
c14-n05,paragraph,CBenwick,character
c14-n05,paragraph,CMusgrove,character
c14-n06,paragraph,CMusgrove,character
c14-n06,paragraph,MMusgrove,character
c14-n06,paragraph,LRussell,character
c14-n07,paragraph,CBenwick,character
c14-n07,paragraph,AElliot,character
c14-n08,paragraph,CMusgrove,character
c14-n08,paragraph,MMusgrove,character
c14-n08,paragraph,AElliot,character
c14-n09,paragraph,CMusgrove,character
c14-n09,paragraph,HMusgrove,character
c14-n09,paragraph,AElliot,character
c14-n10,paragraph,MMusgrove,character
c14-n10,paragraph,MHarville,character
c14-n10,paragraph,LRussell,character
c14-n11,paragraph,CBenwick,character
c14-n11,paragraph,LRussell,character
c14-n12,paragraph,CMusgrove,character
c14-n12,paragraph,LRussell,character
c14-n13,paragraph,AElliot,character
c14-n13,paragraph,LRussell,character
c14-n14,paragraph,AElliot,character
c14-n14,paragraph,MMusgrove,character
c14-n15,paragraph,CBenwick,character
c14-n15,paragraph,AElliot,character
c14-n16,paragraph,MMusgrove,character
c14-n17,paragraph,MMusgrove,character
c14-n17,paragraph,AElliot,character
c14-n18,paragraph,AElliot,character
c14-n18,paragraph,CMusgrove,character
c14-n18,paragraph,LRussell,character
c14-n19,paragraph,MMusgrove,character
c14-n19,paragraph,LRussell,character
c14-n20,paragraph,LRussell,character
c14-n20,paragraph,MMusgrove,character
c14-n21,paragraph,LRussell,character
c14-n22,paragraph,LRussell,character
c14-n22,paragraph,WElliot,character
c14-n23,paragraph,LRussell,character
c14-n24,paragraph,MMusgrove,character
c14-n25,paragraph,CWentworth,character
c14-n25,paragraph,LMusgrove,character
c14-n25,paragraph,AElliot,character
c14-n25,paragraph,CBenwick,character
c14-n25,paragraph,CMusgrove,character
c14-n26,paragraph,CBenwick,character
c14-n26,paragraph,LRussell,character
c14-n26,paragraph,AElliot,character
c14-n27,paragraph,MHarville,character
c14-n27,paragraph,LMusgrove,character
c14-n27,paragraph,HarvilleC,character
c14-n28,paragraph,LRussell,character
c14-n28,paragraph,AElliot,character
c14-n28,paragraph,CHayter,character
c14-n28,paragraph,LMusgrove,character
c14-n28,paragraph,CWentworth,character
c14-n29,paragraph,MMusgroveE,character
c14-n29,paragraph,HarvilleC,character
c14-n29,paragraph,CMusgrove,character
c14-n29,paragraph,MMusgrove,character
c14-n29,paragraph,LRussell,character
c14-n30,paragraph,AElliot,character
c14-n30,paragraph,LMusgrove,character
c14-n30,paragraph,MMusgroveE,character
c14-n31,paragraph,LMusgrove,character
c14-n31,paragraph,CWentworth,character
c14-n32,paragraph,LRussell,character
c14-n33,paragraph,LRussell,character
c14-n33,paragraph,MMusgroveE,character
c14-n34,paragraph,AElliot,character
c14-n35,paragraph,EElliot,character
c14-n35,paragraph,WElliot,character
c14-n35,paragraph,LRussell,character
c14-n36,paragraph,AElliot,character
c14-n37,paragraph,LRussell,character
c14-n37,paragraph,CMusgrove,character
c14-n37,paragraph,MMusgrove,character
c14-n37,paragraph,AElliot,character
c14-n37,paragraph,LMusgrove,character
c14-n37,paragraph,MMusgroveE,character
c14-n37,paragraph,CMusgroveE,character
c15-p01,paragraph,SWElliot,character
c15-p01,paragraph,EElliot,character
c15-p02,paragraph,AElliot,character
c15-p02,paragraph,SWElliot,character
c15-p02,paragraph,EElliot,character
c15-p03,paragraph,MClay,character
c15-p03,paragraph,AElliot,character
c15-p04,paragraph,AElliot,character
c15-p04,paragraph,SWElliot,character
c15-p04,paragraph,EElliot,character
c15-p05,paragraph,WElliot,character
c15-p05,paragraph,SWElliot,character
c15-p05,paragraph,AElliot,character
c15-p06,paragraph,WElliot,character
c15-p06,paragraph,SWElliot,character
c15-p07,paragraph,WElliot,character
c15-p08,paragraph,SWElliot,character
